CSD refcode,CIF filename
QOWLEU,qowleu_P1_H
QOWRAV02,qowrav02_P1_H
QOWRAV03,qowrav03_P1_H
QOWRAV04,qowrav04_P1_H
QOWRAV05,qowrav05_P1_H
QOWRAV06,qowrav06_P1_H
QOWRAV07,qowrav07_P1_H
QOWRAV08,qowrav08_P1_H
QOWRAV09,qowrav09_P1_H
QOWRAV10,qowrav10_P1_H
QOWRAV11,qowrav11_P1_H
QOWRAV12,qowrav12_P1_H
QOXNEX,qoxnex_P1_H
QOXRON,qoxron_P1_H
QOYYOU,qoyyou_P1_H
QOZFUG,qozfug_P1_charged_H
QUBZAP,qubzap_P1_charged_H
QUFTAM,quftam_P1_H
QUGQUH,qugquh_P1_H
QULMIU,qulmiu_P1_H
QUQFOY,quqfoy_P1_H
QUQPOI,quqpoi_P1_charged_H
QUQWOQ,quqwoq_P1_charged_H
QUSFEP,qusfep_P1_charged_H
QUSHUJ,qushuj_P1_H
QUSSAB,qussab_P1_H
QUSSOO,qussoo_P1_charged_H
QUTTII01,quttii01_P1_H
QUTXOT,qutxot_P1_H
QUXJUR,quxjur_P1_H
RACHUA,rachua_P1_H
RAGYAB,ragyab_P1_H
RAHBOU,rahbou_P1_H
RAHNOF,rahnof_P1_H
RAJFAL,rajfal_P1_H
RAJQEC,rajqec_P1_charged_H
RALFIX,ralfix_P1_H
RAMJOH,ramjoh_P1_charged_H
RANHOH,ranhoh_P1_charged_H
RANWAH,ranwah_P1_H
RAPYUE,rapyue_P1_H
RARYIT,raryit_P1_H
RASXEP,rasxep_P1_H
RASXEP01,rasxep01_P1_H
RASXIT,rasxit_P1_H
RAVVOA02,ravvoa02_P1_H
RAVVUH,ravvuh_P1_H
RAVWAO,ravwao_P1_H
RAVWES,ravwes_P1_H
RAVWOC,ravwoc_P1_H
RAVWUI,ravwui_P1_H
RAVXIX,ravxix_P1_H
RAXCAW,raxcaw_P1_charged_H
RAYKUZ,raykuz_P1_H
RAYLUA,raylua_P1_H
RAYMAH,raymah_P1_H
RAYMIP,raymip_P1_H
RAYMOV,raymov_P1_H
RAZXIA,razxia_P1_H
RAZXIA02,razxia02_P1_H
REBSID,rebsid_P1_charged_H
REBSOJ,rebsoj_P1_charged_H
REBSUP,rebsup_P1_charged_H
REBVOM,rebvom_P1_H
REBYIJ,rebyij_P1_charged_H
REDROI,redroi_P1_H
REGJIW,regjiw_P1_H
REGJIW01,regjiw01_P1_H
REGQUR,regqur_P1_H
REGREC,regrec_P1_H
REGRIG,regrig_P1_H
REHHET,rehhet_P1_H
REHHOD,rehhod_P1_H
RERVIW,rerviw_P1_charged_H
RERVOC,rervoc_P1_charged_H
RESMEJ,resmej_P1_charged_H
RETDOM,retdom_P1_charged_H
REWSUJ,rewsuj_P1_charged_H
REWTOF,rewtof_P1_H
REWTUL,rewtul_P1_H
REWVAT,rewvat_P1_H
REWVEX,rewvex_P1_H
REWVIB,rewvib_P1_H
REWVOH,rewvoh_P1_H
REYMOZ,reymoz_P1_H
REZXEA,rezxea_P1_charged_H
REZXIE,rezxie_P1_charged_H
REZXIE01,rezxie01_P1_charged_H
RIBTAZ,ribtaz_P1_H
RICBEM,ricbem_P1_H
RIDCEN,ridcen_P1_charged_H
RIFDUG01,rifdug01_P1_H
RIFQEC,rifqec_P1_H
RIFQUT,rifqut_P1_H
RIFYAI,rifyai_P1_charged_H
RIFZEO,rifzeo_P1_charged_H
RIGPAB,rigpab_P1_H
RILFEA,rilfea_P1_H
RILJOO,riljoo_P1_charged_H
RINNOU,rinnou_P1_H
RINPEJ,rinpej_P1_charged_H
RIPTAM,riptam_P1_H
RIQCUS,riqcus_P1_H
RISXAU,risxau_P1_H
RIWKOA,riwkoa_P1_H
RIWMUH,riwmuh_P1_H
RIWNAO,riwnao_P1_charged_H
RIWSUM,riwsum_P1_H
RIXPOF,rixpof_P1_H
RIYWIH,riywih_P1_H
RODJUS,rodjus_P1_H
ROFREL01,rofrel01_P1_H
ROFYOD,rofyod_P1_charged_H
ROGRIP,rogrip_P1_H
ROLKIP,rolkip_P1_charged_H
ROLKUB,rolkub_P1_H
ROLLUC,rolluc_P1_H
ROLZEZ,rolzez_P1_charged_H
ROMQAN,romqan_P1_H
ROMQER,romqer_P1_H
RONCIG,roncig_P1_H
ROQZOP,roqzop_P1_H
RORBAE01,rorbae01_P1_H
RORRIC01,rorric01_P1_H
RORRIC02,rorric02_P1_H
RORRIC03,rorric03_P1_H
RORRIC05,rorric05_P1_H
RORRIC06,rorric06_P1_H
ROSKER,rosker_P1_H
ROSZIL,roszil_P1_charged_H
ROSZOR,roszor_P1_charged_H
ROTNUM,rotnum_P1_H
ROTNUM01,rotnum01_P1_H
ROTTOL,rottol_P1_H
ROVPIE,rovpie_P1_H
ROVPOK,rovpok_P1_H
ROVVOQ01,rovvoq01_P1_H
ROVVOQ04,rovvoq04_P1_H
ROVYEJ,rovyej_P1_H
RUBDUP,rubdup_P1_H
RUBLAD03,rublad03_P1_H
RUBTAK,rubtak_P1_H
RUBTAK01,rubtak01_P1_H
RUBTAK02,rubtak02_P1_H
RUCGOM,rucgom_P1_H
RUGXIC,rugxic_P1_charged_H
RUGXUO,rugxuo_P1_charged_H
RUJGOT,rujgot_P1_H
RULQIY,rulqiy_P1_H
RULQUN,rulqun_P1_H
RULRAU,rulrau_P1_H
RUPHAO,ruphao_P1_H
RUPHES,ruphes_P1_H
RUPRUQ,rupruq_P1_H
RUPVAB,rupvab_P1_charged_H
RUPZIM,rupzim_P1_H
RUTPAY01,rutpay01_P1_H
RUVKAV,ruvkav_P1_H
RUYHAX,ruyhax_P1_H
RUYNIK,ruynik_P1_H
RUYQIN,ruyqin_P1_H
RUYQIN01,ruyqin01_P1_H
RUYQIN02,ruyqin02_P1_H
RUYQIN03,ruyqin03_P1_H
RUYTUC,ruytuc_P1_H
RUYVAK,ruyvak_P1_H
RUYVIS,ruyvis_P1_H
RUZRUC,ruzruc_P1_H
SABVOH,sabvoh_P1_H
SABVUN,sabvun_P1_H
SABWAU,sabwau_P1_H
SADLEQ,sadleq_P1_H
SADLIU,sadliu_P1_H
SAGYEI,sagyei_P1_H
SAHNIZ,sahniz_P1_charged_H
SAKNOJ,saknoj_P1_H
SALXEL,salxel_P1_H
SALXIP,salxip_P1_H
SAMVEK,samvek_P1_H
SAQQAD,saqqad_P1_H
SAQQEH,saqqeh_P1_H
SAQQIL,saqqil_P1_H
SAQQOR,saqqor_P1_H
SARMEE,sarmee_P1_H
SARMII,sarmii_P1_H
SATNOR04,satnor04_P1_H
SATYAQ,satyaq_P1_H
SAXVIA,saxvia_P1_H
SAXYOI,saxyoi_P1_H
SAXYUO,saxyuo_P1_H
SAYKIO,saykio_P1_H
SAZPIV,sazpiv_P1_H
SAZQUI,sazqui_P1_H
SECSUR,secsur_P1_H
SEDLAP01,sedlap01_P1_H
SEGWAF,segwaf_P1_H
SEHXIN,sehxin_P1_H
SEKBIW,sekbiw_P1_H
SEKBOC,sekboc_P1_H
SELKEC,selkec_P1_H
SEQSIS,seqsis_P1_H
SEQSOY,seqsoy_P1_H
SERKOQ,serkoq_P1_H
SERTAO,sertao_P1_H
SETXIA,setxia_P1_charged_H
SEVWEY,sevwey_P1_H
SEVWIC,sevwic_P1_H
SEYDUW,seyduw_P1_H
SEYFAE,seyfae_P1_H
SEYFEI,seyfei_P1_H
SEYQIW,seyqiw_P1_charged_H
SEZZEF,sezzef_P1_H
SICZIP,siczip_P1_H
SIGTOU,sigtou_P1_H
SIJMOQ,sijmoq_P1_H
SIMYEV,simyev_P1_H
SINWAQ,sinwaq_P1_charged_H
SINWEU,sinweu_P1_charged_H
SIRBIG07,sirbig07_P1_charged_H
SITCUW,sitcuw_P1_H
SIVGAH,sivgah_P1_H
SIVGAI,sivgai_P1_H
SIXNEV,sixnev_P1_H
SIYFEO,siyfeo_P1_charged_H
SOBDOF,sobdof_P1_H
SOBTUY,sobtuy_P1_H
SOCKEC,sockec_P1_H
SOCKOM,sockom_P1_H
SODRUB,sodrub_P1_charged_H
SOFJOO,sofjoo_P1_H
SOJDEB,sojdeb_P1_H
SOJSUH,sojsuh_P1_H
SOJTOC,sojtoc_P1_charged_H
SOKKOT,sokkot_P1_H
SOKKUZ,sokkuz_P1_H
SOLHOT,solhot_P1_H
SOLHUZ,solhuz_P1_H
SOMFAC,somfac_P1_H
SOMFEG,somfeg_P1_H
SOMPES,sompes_P1_H
SOMSIY,somsiy_P1_H
SOPQUK,sopquk_P1_H
SOQHIR01,soqhir01_P1_H
SOTTUR,sottur_P1_charged_H
SOTXIK,sotxik_P1_charged_H
SOVHOA,sovhoa_P1_H
SOZSIL,sozsil_P1_H
SOZSUX,sozsux_P1_H
SUCLOT,suclot_P1_H
SUFROA,sufroa_P1_charged_H
SUJNUH,sujnuh_P1_H
SUJYAA,sujyaa_P1_H
SUKREX,sukrex_P1_H
SUKRIB,sukrib_P1_H
SUKYIH,sukyih_P1_H
SUKYON,sukyon_P1_H
SUMBEK,sumbek_P1_H
SUMRAW,sumraw_P1_H
SUNLAP,sunlap_P1_H
SUPKOG,supkog_P1_H
SUQHUJ,suqhuj_P1_charged_H
SURWAG,surwag_P1_charged_H
SUXPOS,suxpos_P1_H
TABNUJ,tabnuj_P1_H
TACPAP,tacpap_P1_H
TACPET,tacpet_P1_H
TACPIX,tacpix_P1_H
TACPOD,tacpod_P1_H
TADWIG,tadwig_P1_H
TAGSON,tagson_P1_H
TAGTED,tagted_P1_H
TAGTIH,tagtih_P1_charged_H
TAGTUT,tagtut_P1_H
TALJUM,taljum_P1_charged_H
TAQTUE01,taqtue01_P1_charged_H
TARCUN,tarcun_P1_charged_H
TASWER,taswer_P1_H
TASWIV,taswiv_P1_H
TASWOB,taswob_P1_H
TASXIW,tasxiw_P1_H
TASYUJ,tasyuj_P1_charged_H
TASZAQ,taszaq_P1_charged_H
TASZEU,taszeu_P1_charged_H
TATPAI,tatpai_P1_H
TATPEM,tatpem_P1_H
TAWYUO,tawyuo_P1_charged_H
TAXLIQ,taxliq_P1_H
TAXNUF,taxnuf_P1_H
TAYNEN,taynen_P1_H
TAZBOP,tazbop_P1_charged_H
TAZBOP01,tazbop01_P1_charged_H
TAZLIR,tazlir_P1_H
TAZLOX,tazlox_P1_H
TAZLUD,tazlud_P1_H
TAZSAP02,tazsap02_P1_H
TEDGOA,tedgoa_P1_H
TEDGUG,tedgug_P1_H
TEDHAN,tedhan_P1_H
TEDSIG,tedsig_P1_H
TEGHAS,teghas_P1_H
TEJBUI,tejbui_P1_H
TEJGAS,tejgas_P1_H
TEJGEW,tejgew_P1_H
TEJGIA,tejgia_P1_H
TEKDUI,tekdui_P1_H
TEKYOA,tekyoa_P1_H
TEMPEI,tempei_P1_H
TEPNAG,tepnag_P1_H
TEPREO,tepreo_P1_H
TEQPAI,teqpai_P1_H
TETWUM,tetwum_P1_H
TETXAT01,tetxat01_P1_H
TEWFOS,tewfos_P1_H
TEWFUY,tewfuy_P1_H
TEWMUG,tewmug_P1_H
TEWSUM,tewsum_P1_H
TEXVUQ,texvuq_P1_H
TEXWAX,texwax_P1_H
TEXWEB,texweb_P1_H
TEXWIF,texwif_P1_H
TEXWOL,texwol_P1_charged_H
TIBJUM,tibjum_P1_H
TIFHAT,tifhat_P1_charged_H
TIFHEX,tifhex_P1_charged_H
TIHRUA,tihrua_P1_charged_H
TIHTUC,tihtuc_P1_H
TILWIV,tilwiv_P1_H
TINFIH,tinfih_P1_H
TIQHAD,tiqhad_P1_H
TIRQOB,tirqob_P1_H
TISKOW,tiskow_P1_H
TISLIR,tislir_P1_H
TISNUH,tisnuh_P1_H
TISPAP,tispap_P1_H
TIXVON,tixvon_P1_H
TIYMEU,tiymeu_P1_H
TOCNUX,tocnux_P1_H
TODFOK,todfok_P1_H
TODLEG,todleg_P1_H
TOGFIH,togfih_P1_charged_H
TOGGOO,toggoo_P1_charged_H
TOGMIO,togmio_P1_H
TOHNOV,tohnov_P1_H
TOHYOF,tohyof_P1_charged_H
TOHYUL,tohyul_P1_H
TOLGOR,tolgor_P1_H
TOMBAB,tombab_P1_charged_H
TOVJIZ,tovjiz_P1_H
TOVJOF,tovjof_P1_H
TOVKEW,tovkew_P1_H
TOVKIA,tovkia_P1_H
TOVKOG,tovkog_P1_H
TOWLOI,towloi_P1_H
TOWNAW,townaw_P1_H
TOWNEA,townea_P1_H
TOWNOK,townok_P1_H
TOWPAY,towpay_P1_H
TOWSAC,towsac_P1_H
TOYCOC,toycoc_P1_H
TOZZEQ,tozzeq_P1_H
TUBCAW,tubcaw_P1_H
TUBDAY,tubday_P1_H
TUBJAD,tubjad_P1_H
TUHDIM,tuhdim_P1_H
TUHDOS,tuhdos_P1_H
TULLIX,tullix_P1_H
TULNIZ,tulniz_P1_charged_H
TULNOG01,tulnog01_P1_H
TUMGIS,tumgis_P1_H
TUNCAI,tuncai_P1_H
TUNKAQ,tunkaq_P1_H
TUPGIU,tupgiu_P1_charged_H
TUPZOW,tupzow_P1_charged_H
TUSGOD,tusgod_P1_charged_H
TUSGUJ,tusguj_P1_charged_H
TUTGOF,tutgof_P1_H
TUTJAU,tutjau_P1_H
TUVCIZ,tuvciz_P1_H
TUVDIX,tuvdix_P1_H
TUVDOD,tuvdod_P1_H
TUVDUJ,tuvduj_P1_H
TUWFID,tuwfid_P1_H
TUWFOJ,tuwfoj_P1_H
TUWFUP,tuwfup_P1_charged_H
TUXVOA,tuxvoa_P1_H
TUXVUG,tuxvug_P1_H
UBALIU,ubaliu_P1_H
UBOGAV,ubogav_P1_H
UCEXAC,ucexac_P1_H
UCEXIK,ucexik_P1_H
UCEXOQ,ucexoq_P1_H
UCOXOZ,ucoxoz_P1_H
UDICER,udicer_P1_H
UDIDAO,udidao_P1_H
UDIHOF,udihof_P1_charged_H
UDISAE,udisae_P1_charged_H
UDIWUC,udiwuc_P1_H
UDOVUG,udovug_P1_H
UFALAR,ufalar_P1_H
UFAQIE,ufaqie_P1_H
UFASAW,ufasaw_P1_H
UFIRIM,ufirim_P1_H
UFOFIF,ufofif_P1_H
UGOSOY,ugosoy_P1_charged_H
UHAXOS,uhaxos_P1_charged_H
UJAQAY,ujaqay_P1_H
UJAQEC,ujaqec_P1_H
UJAQOM,ujaqom_P1_H
UJECIY,ujeciy_P1_H
UJECUI,ujecui_P1_H
UJEDIX,ujedix_P1_H
UJEVIQ,ujeviq_P1_H
UKAHOG,ukahog_P1_H
UKEXEP,ukexep_P1_charged_H
UKIQOV,ukiqov_P1_H
UKOZOK,ukozok_P1_charged_H
UKUBAE,ukubae_P1_H
UKUDEL,ukudel_P1_H
ULALOL,ulalol_P1_charged_H
ULAQAB,ulaqab_P1_charged_H
ULAQEF,ulaqef_P1_charged_H
ULIJAD,ulijad_P1_H
ULIMIN,ulimin_P1_H
UMABIV,umabiv_P1_H
UMIGAA,umigaa_P1_charged_H
UMOYOM17,umoyom17_P1_H
UMUTOM,umutom_P1_H
UNEPAE,unepae_P1_H
UPECEY,upecey_P1_H
UQERIT,uqerit_P1_charged_H
UQOCAH,uqocah_P1_H
UQOPUO,uqopuo_P1_H
UQOYAB,uqoyab_P1_H
UQOZAE,uqozae_P1_H
UQUCUG,uqucug_P1_H
UREMUC,uremuc_P1_H
URENAJ,urenaj_P1_H
URENEM,urenem_P1_charged_H
UROPEY01,uropey01_P1_H
USORUR,usorur_P1_H
UTACID,utacid_P1_H
UTACUP,utacup_P1_H
UTEWOG,utewog_P1_H
UTIYIH,utiyih_P1_charged_H
UTULUR,utulur_P1_H
UVARAL01,uvaral01_P1_charged_H
UVEVUN,uvevun_P1_H
UVUFUN,uvufun_P1_charged_H
UWAYID,uwayid_P1_charged_H
UWEHAG,uwehag_P1_H
UWOJOI,uwojoi_P1_H
UWUKII,uwukii_P1_H
UXISUR,uxisur_P1_H
UYETUQ,uyetuq_P1_charged_H
UYEVEC,uyevec_P1_charged_H
UYEVUS,uyevus_P1_charged_H
UYEWED,uyewed_P1_charged_H
UYEWUT,uyewut_P1_charged_H
UYOCIX,uyocix_P1_H
UYUGAY,uyugay_P1_H
UYUGEC,uyugec_P1_H
UZEWOM,uzewom_P1_H
UZEWUS,uzewus_P1_H
UZUSEO,uzuseo_P1_charged_H
VABQAQ,vabqaq_P1_H
VACFOV,vacfov_P1_H
VACFUB,vacfub_P1_H
VADDOX,vaddox_P1_H
VADDUD,vaddud_P1_H
VADFAL,vadfal_P1_H
VADWON,vadwon_P1_charged_H
VAGMAT,vagmat_P1_H
VAGMEX,vagmex_P1_H
VAHPUT,vahput_P1_H
VAHTUW,vahtuw_P1_H
VAKNEE,vaknee_P1_H
VALQUY,valquy_P1_charged_H
VALVIQ,valviq_P1_H
VAPBEV,vapbev_P1_charged_H
VAPBIZ,vapbiz_P1_charged_H
VAPFOJ,vapfoj_P1_H
VAPFUP,vapfup_P1_H
VAQLEG,vaqleg_P1_H
VAQLIK,vaqlik_P1_H
VAQTUF,vaqtuf_P1_H
VARWES,varwes_P1_charged_H
VARWIW,varwiw_P1_charged_H
VARWOC,varwoc_P1_charged_H
VARWUI,varwui_P1_charged_H
VASFAZ,vasfaz_P1_H
VASFED,vasfed_P1_H
VASFIH,vasfih_P1_H
VASFON,vasfon_P1_H
VASFUT,vasfut_P1_H
VASKOR,vaskor_P1_H
VASQAL,vasqal_P1_charged_H
VASQEP,vasqep_P1_charged_H
VATMIQ,vatmiq_P1_charged_H
VATNOX,vatnox_P1_H
VATQAM,vatqam_P1_charged_H
VATVIY,vatviy_P1_H
VATVOE,vatvoe_P1_H
VATYEV,vatyev_P1_charged_H
VAXTEV,vaxtev_P1_H
VAXVOJ,vaxvoj_P1_H
VAZHEN,vazhen_P1_H
VAZJAK,vazjak_P1_H
VAZMUI,vazmui_P1_charged_H
VEBLIB,veblib_P1_H
VECPOM,vecpom_P1_H
VEFJOG,vefjog_P1_charged_H
VEGBUG,vegbug_P1_H
VEGCAN,vegcan_P1_H
VEHKOK,vehkok_P1_charged_H
VEHYUE,vehyue_P1_H
VEJHEZ,vejhez_P1_H
VELGIF,velgif_P1_H
VEMDAT,vemdat_P1_charged_H
VENGAZ,vengaz_P1_charged_H
VERGAD,vergad_P1_H
VETMIS,vetmis_P1_H
VEWDAF,vewdaf_P1_H
VEWKUF,vewkuf_P1_charged_H
VEWLAM,vewlam_P1_H
VEWTAV,vewtav_P1_charged_H
VEWTEZ,vewtez_P1_charged_H
VEZLIY,vezliy_P1_H
VIBFAQ,vibfaq_P1_H
VIDCOD,vidcod_P1_H
VIDNOO,vidnoo_P1_H
VIDPIJ,vidpij_P1_H
VIDRUX,vidrux_P1_H
VIDXOX,vidxox_P1_H
VIFBOD,vifbod_P1_H
VIFBUJ,vifbuj_P1_H
VIGDIY,vigdiy_P1_H
VINHEH,vinheh_P1_charged_H
VINHIL,vinhil_P1_H
VIPCUV,vipcuv_P1_H
VIRPOC,virpoc_P1_H
VISYUU,visyuu_P1_H
VISZEF,viszef_P1_H
VITYOO,vityoo_P1_charged_H
VITYUU,vityuu_P1_charged_H
VITZAB,vitzab_P1_charged_H
VITZEF,vitzef_P1_charged_H
VITZIJ,vitzij_P1_charged_H
VITZOP,vitzop_P1_charged_H
VIWKIX,viwkix_P1_charged_H
VIWKOD,viwkod_P1_charged_H
VIWLAQ,viwlaq_P1_charged_H
VIWLEU,viwleu_P1_charged_H
VIWLIY,viwliy_P1_charged_H
VIWLOE,viwloe_P1_charged_H
VIWMAR,viwmar_P1_charged_H
VIWMEV,viwmev_P1_charged_H
VIXPUP02,vixpup02_P1_H
VIXZUZ,vixzuz_P1_H
VIYBEN,viyben_P1_H
VIYSAA,viysaa_P1_H
VIZFOC,vizfoc_P1_H
VIZQEC,vizqec_P1_H
VIZQIG,vizqig_P1_H
VIZQOM,vizqom_P1_H
VIZRED,vizred_P1_H
VODPOU,vodpou_P1_charged_H
VODSEM,vodsem_P1_H
VOFXEW01,vofxew01_P1_H
VOGTIV,vogtiv_P1_H
VOKLIS,voklis_P1_H
VOKLIS01,voklis01_P1_H
VOKQET,vokqet_P1_H
VOLQAQ,volqaq_P1_H
VONCOS,voncos_P1_H
VOSWAE,voswae_P1_H
VOSWIL,voswil_P1_charged_H
VOVKUO,vovkuo_P1_charged_H
VOXKIE,voxkie_P1_H
VUCFAD,vucfad_P1_charged_H
VUDXID,vudxid_P1_H
VUGWUR,vugwur_P1_H
VUGXAY,vugxay_P1_H
VUGXEC,vugxec_P1_H
VUGXIG,vugxig_P1_H
VUGXOM,vugxom_P1_H
VUGXUS,vugxus_P1_H
VUGYAZ,vugyaz_P1_H
VUGYED,vugyed_P1_H
VUGYIH,vugyih_P1_H
VUJBEI,vujbei_P1_H
VUJBIM,vujbim_P1_H
VUMBIQ,vumbiq_P1_H
VUMPOL,vumpol_P1_charged_H
VUMPUR,vumpur_P1_charged_H
VUMQAY,vumqay_P1_charged_H
VUMQEC,vumqec_P1_charged_H
VUPROQ,vuproq_P1_H
VUQKOI,vuqkoi_P1_H
VUQKUO,vuqkuo_P1_H
VUQWEK,vuqwek_P1_H
VUVXUI,vuvxui_P1_H
VUVYET,vuvyet_P1_H
VUVYIX,vuvyix_P1_H
VUVYOD,vuvyod_P1_H
VUWSAJ,vuwsaj_P1_H
VUYJIK,vuyjik_P1_H
WACLEV,waclev_P1_charged_H
WADDEN,wadden_P1_H
WAGYIQ,wagyiq_P1_H
WAGZEL,wagzel_P1_charged_H
WAHBOA04,wahboa04_P1_H
WAHBOA05,wahboa05_P1_H
WAHBOA06,wahboa06_P1_H
WAHBOA07,wahboa07_P1_H
WAHRIJ,wahrij_P1_charged_H
WAJHOG,wajhog_P1_H
WALMOO,walmoo_P1_H
WAMREJ,wamrej_P1_H
WAQFIG,waqfig_P1_H
WAQTAM,waqtam_P1_H
WAQTEQ,waqteq_P1_H
WASBUR,wasbur_P1_H
WASCAY,wascay_P1_H
WASNOU,wasnou_P1_charged_H
WASQIT,wasqit_P1_charged_H
WASTUG,wastug_P1_H
WAVQIV,wavqiv_P1_charged_H
WAVQOB,wavqob_P1_charged_H
WAVRAO,wavrao_P1_H
WAVRIW,wavriw_P1_H
WAVROC,wavroc_P1_H
WAVWAV,wavwav_P1_H
WAWGOQ,wawgoq_P1_H
WAYMAM,waymam_P1_H
WAYMEQ,waymeq_P1_H
WEBKOD,webkod_P1_charged_H
WEFSEF,wefsef_P1_charged_H
WEGDET,wegdet_P1_H
WEHHOI,wehhoi_P1_H
WEHHUO,wehhuo_P1_H
WEHJAW,wehjaw_P1_H
WEHJEA,wehjea_P1_H
WEHJIE,wehjie_P1_H
WEHJOK,wehjok_P1_H
WEHNAA,wehnaa_P1_H
WELTUD,weltud_P1_charged_H
WEMFUR,wemfur_P1_H
WENREP,wenrep_P1_H
WENSOA,wensoa_P1_charged_H
WEQRAO,weqrao_P1_H
WERCEE,wercee_P1_charged_H
WERCII,wercii_P1_charged_H
WERCOO,wercoo_P1_charged_H
WERCUU,wercuu_P1_charged_H
WERDAB,werdab_P1_H
WETFUZ,wetfuz_P1_H
WEVYEE,wevyee_P1_H
WEWGAH,wewgah_P1_H
WIDREH,widreh_P1_H
WIDWOX,widwox_P1_charged_H
WIGHIG,wighig_P1_H
WIGPUA,wigpua_P1_H
WIHHAZ,wihhaz_P1_H
WIJRIT,wijrit_P1_H
WIJXEU,wijxeu_P1_H
WINJAG,winjag_P1_charged_H
WIPLOY,wiploy_P1_charged_H
WIRCAD,wircad_P1_H
WIRCOS,wircos_P1_H
WISTID,wistid_P1_H
WISVID,wisvid_P1_charged_H
WITJUG,witjug_P1_charged_H
WIVRIE,wivrie_P1_H
WIXLAT,wixlat_P1_H
WIZDEP,wizdep_P1_H
WOBHEB01,wobheb01_P1_H
WOCHAY,wochay_P1_H
WODPUC,wodpuc_P1_H
WODWUJ,wodwuj_P1_H
WODXAQ,wodxaq_P1_H
WODXEU,wodxeu_P1_H
WOFQEQ,wofqeq_P1_charged_H
WOFQIU,wofqiu_P1_charged_H
WOFQOA,wofqoa_P1_charged_H
WOFVOF,wofvof_P1_H
WOGBAY,wogbay_P1_H
WOGNOY,wognoy_P1_H
WOGPAM,wogpam_P1_H
WOHZAU,wohzau_P1_H
WOHZAU01,wohzau01_P1_H
WOJZAY,wojzay_P1_H
WOJZEC,wojzec_P1_H
WOJZIG,wojzig_P1_H
WONVIH,wonvih_P1_H
WOPHIU,wophiu_P1_H
WOPHIU01,wophiu01_P1_H
WOPROK,woprok_P1_H
WOPSOL,wopsol_P1_H
WOPSOL01,wopsol01_P1_H
WOQVAB,woqvab_P1_H
WORKUL,workul_P1_H
WORLAS,worlas_P1_H
WOSHET,woshet_P1_H
WOTVOT,wotvot_P1_H
WOXPAA,woxpaa_P1_H
WOYHUP,woyhup_P1_charged_H
WOYJAX,woyjax_P1_charged_H
WOYJEB,woyjeb_P1_charged_H
WOYJIF,woyjif_P1_charged_H
WOYJOL,woyjol_P1_charged_H
WOYWEO,woyweo_P1_H
WOYWIS,woywis_P1_charged_H
WOYWOY,woywoy_P1_H
WOZWEP,wozwep_P1_charged_H
WUDVEY,wudvey_P1_H
WUHHEN,wuhhen_P1_H
WUHMAP,wuhmap_P1_H
WUJRUQ,wujruq_P1_H
WULWOS,wulwos_P1_H
WULWUY,wulwuy_P1_H
WUPZUE,wupzue_P1_H
WUTBES,wutbes_P1_H
WUTBIW,wutbiw_P1_H
WUTBOC,wutboc_P1_H
WUTBUI,wutbui_P1_H
WUTXUH,wutxuh_P1_charged_H
WUYYIA,wuyyia_P1_H
XADDAJ,xaddaj_P1_H
XADGAM,xadgam_P1_H
XAFBEN,xafben_P1_charged_H
XAFCOY,xafcoy_P1_H
XAFFAN,xaffan_P1_H
XAFFER,xaffer_P1_H
XAFFIV,xaffiv_P1_H
XAFFOB,xaffob_P1_H
XAFFUH,xaffuh_P1_H
XAHKAW,xahkaw_P1_H
XAHPED,xahped_P1_H
XAHPIH,xahpih_P1_H
XAHPON,xahpon_P1_H
XAHPUT,xahput_P1_H
XAHQAA,xahqaa_P1_H
XAJSEJ,xajsej_P1_H
XAKGOJ,xakgoj_P1_H
XAKWUC,xakwuc_P1_H
XAKYUE,xakyue_P1_H
XALXUF,xalxuf_P1_H
XALXUF01,xalxuf01_P1_H
XAMDUM,xamdum_P1_H
XAMDUM01,xamdum01_P1_H
XAMDUM02,xamdum02_P1_H
XAMDUM03,xamdum03_P1_H
XAMDUM04,xamdum04_P1_H
XAMDUM05,xamdum05_P1_H
XAMDUM06,xamdum06_P1_H
XAMDUM07,xamdum07_P1_H
XAMGUQ,xamguq_P1_H
XAMRAI,xamrai_P1_H
XAMREM,xamrem_P1_H
XAMRIQ,xamriq_P1_H
XAMROW,xamrow_P1_H
XANDAU,xandau_P1_H
XANLEF,xanlef_P1_H
XANLIJ,xanlij_P1_H
XANYOE,xanyoe_P1_H
XAPGED,xapged_P1_charged_H
XAPNIN,xapnin_P1_charged_H
XASNUD,xasnud_P1_charged_H
XASPEP,xaspep_P1_charged_H
XATLUC,xatluc_P1_H
XATZOK,xatzok_P1_H
XAVDEF,xavdef_P1_H
XAWVUN,xawvun_P1_H
XEBHOC,xebhoc_P1_H
XECJUK01,xecjuk01_P1_H
XECQIJ,xecqij_P1_H
XECZOY,xeczoy_P1_H
XEDDIX,xeddix_P1_H
XEDGIY,xedgiy_P1_H
XEDMEB,xedmeb_P1_H
XEDYIS,xedyis_P1_H
XEHDOG,xehdog_P1_charged_H
XEHFUL01,xehful01_P1_H
XEHFUL02,xehful02_P1_H
XEJGOL,xejgol_P1_charged_H
XEJJIG,xejjig_P1_H
XEJJOM,xejjom_P1_H
XEJXER,xejxer_P1_H
XEKDAW,xekdaw_P1_H
XEMNUB,xemnub_P1_H
XESCOO,xescoo_P1_H
XESKEN,xesken_P1_H
