CSD refcode,CIF filename
YUKLEY,yukley_P1_charged_H
YULVAF,yulvaf_P1_charged_H
YUMPEE,yumpee_P1_charged
YUNKIC,yunkic_P1_charged_H
YUQNAB,yuqnab_P1_charged
YURJUR,yurjur_P1_charged
YUSTUC,yustuc_P1_charged_H
YUTVOB,yutvob_P1_charged
YUVMIO,yuvmio_P1_charged_H
YUVNIP,yuvnip_P1_charged
YUXLEJ,yuxlej_P1_charged
YUXLIN,yuxlin_P1_charged
YUYGOQ,yuygoq_P1_charged
YUYLEL,yuylel_P1_charged
YUYLIP,yuylip_P1_charged_H
YUYLOV,yuylov_P1_charged_H
ZADGAQ,zadgaq_P1_charged_H
ZAFWUB,zafwub_P1_charged
ZAFXAI,zafxai_P1_charged_H
ZAGZAM,zagzam_P1_charged_H
ZAGZEQ,zagzeq_P1_charged_H
ZAHBAP,zahbap_P1_charged_H
ZAHBET,zahbet_P1_charged_H
ZAJMEG,zajmeg_P1_charged_H
ZALGOL,zalgol_P1_charged_H
ZAQSET,zaqset_P1_charged_H
ZARMAI,zarmai_P1_charged_H
ZAXQOG,zaxqog_P1_charged
ZAYPOH,zaypoh_P1_charged_H
ZAYWUU,zaywuu_P1_charged
ZAYWUU01,zaywuu01_P1_charged
ZAYXEF,zayxef_P1_charged_H
ZEDGAU,zedgau_P1_charged_H
ZEDGIC,zedgic_P1_charged_H
ZEDGOI,zedgoi_P1_charged_H
ZEDGUO,zedguo_P1_charged
ZEDVIP,zedvip_P1_charged_H
ZEDVOV,zedvov_P1_charged_H
ZEDVUB,zedvub_P1_charged_H
ZEDWAI,zedwai_P1_charged_H
ZEFYIU,zefyiu_P1_charged_H
ZEHTEP,zehtep_P1_charged_H
ZEVQAV,zevqav_P1_charged
ZEVQEZ,zevqez_P1_charged
ZEVQID,zevqid_P1_charged
ZEVWUU,zevwuu_P1_charged
ZEVXAB,zevxab_P1_charged
ZEVXEF,zevxef_P1_charged
ZEXWOR,zexwor_P1_charged
ZEXWOR01,zexwor01_P1_charged
ZEXXAE,zexxae_P1_charged
ZEXXEI,zexxei_P1_charged
ZEXXEI01,zexxei01_P1_charged
ZEXXOS,zexxos_P1_charged
ZEYRED,zeyred_P1_charged
ZEYRON,zeyron_P1_charged_H
ZEZFIV,zezfiv_P1_charged_H
ZIDBEV,zidbev_P1_charged
ZIDVAL,zidval_P1_charged_H
ZIFZOG,zifzog_P1_charged_H
ZIFZUM,zifzum_P1_charged_H
ZIGLOT,ziglot_P1_charged
ZIGQIS,zigqis_P1_charged_H
ZIJGUU01,zijguu01_P1_charged
ZIJXOI,zijxoi_P1_charged_H
ZIKGEI,zikgei_P1_charged_H
ZIMZUT,zimzut_P1_charged
ZINVUQ,zinvuq_P1_charged
ZINYUT,zinyut_P1_charged
ZIXDAO,zixdao_P1_charged
ZIXDES,zixdes_P1_charged
ZIXDIW,zixdiw_P1_charged
ZIYSEI,ziysei_P1_charged_H
ZOFWID,zofwid_P1_charged
ZOHFUZ,zohfuz_P1_charged_H
ZOPTOQ,zoptoq_P1_charged
ZOXFAV,zoxfav_P1_charged
ZOXFAV02,zoxfav02_P1_charged
ZOXFEZ,zoxfez_P1_charged
ZOXFEZ01,zoxfez01_P1_charged
ZOZPUB,zozpub_P1_charged
ZOZQOX,zozqox_P1_charged_H
ZOZQUD,zozqud_P1_charged_H
ZOZSAL,zozsal_P1_charged
ZUCKIT,zuckit_P1_charged
ZUKNAW,zuknaw_P1_charged_H
ZULNAX,zulnax_P1_charged
ZUQVEM,zuqvem_P1_charged
ZUQVIQ,zuqviq_P1_charged
ZUQVOW,zuqvow_P1_charged
ZUSCOI,zuscoi_P1_charged
ZUSDEZ,zusdez_P1_charged
ZUWXUM,zuwxum_P1_charged
